TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1031,四肢不温,Si Zhi Bu Wen,,四肢,阳虚,Synonymous terms,"v1,v2",0
1032,四肢乏力,Si Zhi Fa Li,,四肢,气虚,Synonymous terms,"v1,v2",0
1033,四肢浮肿,Si Zhi Fu Zhong,,四肢,脾虚湿盛,Ontological terms,"v1,v2",0
1034,四肢关节冷痛,Si Zhi Guan Jie Leng Tong,,四肢,阳虚,Synonymous terms,"v1,v2",0
1035,四肢拘挛,Si Zhi Ju Luan,指四肢拘急挛缩，伸展困难的症状。,四肢,肝肾亏虚,Ontological terms,"v1,v2",0
1036,四肢倦怠,Si Zhi Juan Dai,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1037,四肢倦乏,Si Zhi Juan Fa,,四肢,脾气虚,Ontological terms,"v1,v2",0
1038,四肢厥逆,Si Zhi Jue Ni,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1039,四肢挛急,Si Zhi Luan Ji,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1040,四肢挛痛,Si Zhi Luan Tong,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1041,四肢麻痹,Si Zhi Ma Bi,,四肢,筋脉失养,Ontological terms,"v1,v2",0
1042,四肢麻木,Si Zhi Ma Mu,四肢麻木是人们日常生活中常常会出现的症状，如怀孕、不正确睡姿、如厕蹲久了均可引发，一般会在短时间内消除，不会有什么大问题。健康人手脚麻木，多在长时间处于一种姿势或四肢受压后发生。这类麻木很少超过十分钟，且可迅速消失，也不伴有其他症状。,四肢,筋脉失养,Synonymous terms,"v1,v2",0
1043,四肢逆冷,Si Zhi Ni Leng,即手足发凉冷。又称四逆、手足厥冷。,四肢,阳虚,Synonymous terms,"v1,v2",0
1044,四肢酸,Si Zhi Suan,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1045,四肢酸懒,Si Zhi Suan Lan,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1046,四肢酸痛,Si Zhi Suan Tong,,四肢,脾气虚,Synonymous terms,"v1,v2",0
1047,四肢疼痛,Si Zhi Teng Tong,四肢疼痛的发生主要是由于机体内正气不足，感受风、寒、湿、热、之邪，闭阻经络，气血运行不畅所致，以四肢的关节、筋骨、肌肉发生酸痛、麻木、重着、屈伸不利，甚至关节肿大灼热为主要临床表现。属于中医学“痹证”的范畴，现代医学相当于风湿性、类风湿性关节炎。,四肢,脾气虚,Ontological terms,"v1,v2",0
1048,四肢无力,Si Zhi Wu Li,,四肢,脾气虚,Ontological terms,"v1,v2",0
1049,嗖痛,Sou Tong,,四肢,肝经湿热,Synonymous terms,"v1,v2",0
1050,溲黄,Sou Huang,,肝,肝经湿热,Synonymous terms,"v1,v2",0
1051,胎动不安,Tai Dong Bu An,妊娠期出现腰酸腹痛，胎动下坠，或阴道少量流血者，称为“胎动不安”，又称“胎气不安”。 本病类似于西医学的先兆流产、先兆早产。胎动不安是临床常见的妊娠病之一，经过安胎治疗，腰酸、腹痛消失，出血迅速停止，多能继续妊娠。若因胎元有缺陷而致胎动不安者，胚胎不能成形，故不宜进行保胎治疗。,子宫,肝肾亏虚,Ontological terms,"v1,v2",0
1052,胎漏,Tai Lou,妊娠期间出现的阴道少量出血，时出时止，或淋漓不断，而无腰酸、腹痛、小腹下坠者，称为“胎漏”，亦称“胞漏”或“漏胎”。胎漏多发生在妊娠早期，西医称之为“先兆流产”。,子宫,气虚,Ontological terms,"v1,v2",0
1053,胎漏下血,Tai Lou Xia Xie,,子宫,气虚,Ontological terms,"v1,v2",0
1054,胎盘不下,Tai Pan Bu Xia,,子宫,气虚,Ontological terms,"v1,v2",0
1055,瘫痪,Tan Huan,瘫痪（paralysis）是随意运动功能的减低或丧失，是神经系统常见的症状，是神经、神经肌肉接头或肌肉疾病所致。应针对导致随意运动障碍的原发病进行治疗，同时给予康复治疗。,心,血瘀,Ontological terms,"v1,v2",0
1056,痰白,Tan Bai,,肺,寒证,Synonymous terms,"v1,v2",0
1057,痰白质稀,Tan Bai Zhi Xi,,肺,寒湿,Synonymous terms,"v1,v2",0
1058,痰不易出,Tan Bu Yi Chu,,肺,热证,Synonymous terms,"v1,v2",0
1059,痰稠,Tan Chou,,肺,热证,Ontological terms,"v1,v2",0
1060,痰稠黄,Tan Chou Huang,,肺,热证,Ontological terms,"v1,v2",0
1061,痰稠难出,Tan Chou Nan Chu,,肺,热证,Synonymous terms,"v1,v2",0
1062,痰喘,Tan Chuan,痰喘，中医病症名。指由气管积痰而引起的呼吸不畅、心跳、出汗等症状。,肺,肾气虚,Ontological terms,"v1,v2",0
1063,痰多,Tan Duo,,肺,肺气虚,Ontological terms,"v1,v2",0
1064,痰多黄稠,Tan Duo Huang Chou,,肺,肺热,Synonymous terms,"v1,v2",0
1065,痰多咳嗽,Tan Duo Ke Sou,,肺,肺气虚,Ontological terms,"v1,v2",0
1066,痰多淸稀,Tan Duo Qing Xi,,肺,肺气虚,Synonymous terms,"v1,v2",0
1067,痰多上气,Tan Duo Shang Qi,,肺,肾气虚,Synonymous terms,"v1,v2",0
1068,痰多作喘,Tan Duo Zuo Chuan,,肺,肾气虚,Synonymous terms,"v1,v2",0
1069,痰核痞块,Tan He Pi Kuai,,肺,肝气郁滞,Ontological terms,"v1,v2",0
1070,痰黄,Tan Huang,,肺,肺热,Ontological terms,"v1,v2",0
1071,痰黄稠,Tan Huang Chou,,肺,肺热,Ontological terms,"v1,v2",0
1072,痰黄稠黏,Tan Huang Chou Nian,,肺,肺热,Synonymous terms,"v1,v2",0
1073,痰黄黏稠,Tan Huang Nian Chou,,肺,肺热,Synonymous terms,"v1,v2",0
1074,痰厥,Tan Jue,中医病症名。指因痰盛气闭而引起四肢厥冷，甚至昏厥的病症。多见于患有慢性支气管炎、支气管哮喘、肺气肿等慢性病的老年患者，有时出现猛烈咳嗽一番后，导致意识短暂丧失，甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致，故称之为“痰厥”。,肺,痰热,Ontological terms,"v1,v2",0
1075,痰厥头痛,Tan Jue Tou Tong,痰厥头痛，病证名。指痰气上逆而致头痛。《古今医鉴》将之归于“厥头痛”范畴。《外台秘要》卷八：“痰厥头痛方：《病源》（指《诸病源候论》）谓，痰水在于胸膈之上，又犯大寒，使阳气不行，令痰气结聚不散，而阴气逆上与风痰相结，上冲于头，即令头痛。或数载不已，久连脑痛。”《张氏医通·诸痛门》：“痰厥头痛，两寸脉滑而弦，眼重头旋，恶心烦乱，吐清水，气短促，心神不安，语言颠倒，目不敢开，如在风露中，头疼如裂，身重如山，胸满呕逆，四肢厥冷，半夏白术天麻汤；有肥白气虚多痰人，卒然头痛，脉沉细，四肢厥逆，痰响吐涎，星香汤加生附子。”参见厥头痛、头痛条。,肺,痰湿,Ontological terms,"v1,v2",0
1076,痰鸣,Tan Ming,,肺,肺气虚,Synonymous terms,"v1,v2",0
1077,痰鸣如吼,Tan Ming Ru Hou,,肺,肺热,Synonymous terms,"v1,v2",0
1078,痰黏,Tan Nian,,肺,肺热,Ontological terms,"v1,v2",0
1079,痰黏稠,Tan Nian Chou,,肺,肺热,Synonymous terms,"v1,v2",0
1080,痰热,Tan Re,,肺,肺热,,v1,1
1081,痰热喘咳,Tan Re Chuan Ke,,肺,肺热,Ontological terms,"v1,v2",0
1082,痰热阻肺,Tan Re Zu Fei,痰热阻肺，病证名。指痰热壅阻于肺，发生喘咳。症见发热咳嗽、喘息痰鸣、胸膈满闷，咯黄稠痰或痰中带血，甚则呼吸迫促、胸胁作痛、大便秘结、小便短赤，舌红苔黄腻，脉滑数。治宜清热化痰，方如麻杏石甘汤。,肺,肺热,Synonymous terms,"v1,v2",0
1083,痰少,Tan Shao,,肺,肺热,Ontological terms,"v1,v2",0
1084,痰盛,Tan Sheng,,肺,肺热,,v1,1
1085,痰稀,Tan Xi,,肺,寒湿犯肺,Synonymous terms,"v1,v2",0
1086,痰涎壅盛,Tan Xian Yong Sheng,,肺,痰湿阻肺,Ontological terms,"v1,v2",0
1087,痰血,Tan Xie,痰血，证名。指痰中经常带血。《不居集》卷十三：“痰血，咳咯唾皆有之，兼顾血屑、血丝、血点是也。”多见于肺结核、支气管扩张、多种肺部感染。,肺,肺热,Ontological terms,"v1,v2",0
1088,痰饮,Tan Yin,痰饮指体内水液不得输化，停留或渗注于体内某一部位而发生的病证，这是广义的痰饮，其中痰和饮既有区别，又有联系：首先它们都是津液代谢障碍所形成的病理产物，所谓“积水成饮，饮凝成痰”，其次它们又可能成为新的致病因素。一般以较稠浊的称为痰，清稀的称为饮。痰不仅是指咳吐出来有形可见的痰液，还包括瘰疬、痰核和停滞在脏腑经络等组织中的痰液，临床上可通过其所表现的证候来确定，这种痰称为“无形之痰”。,肺,寒湿阻肺,Ontological terms,"v1,v2",0
1089,痰饮咳喘,Tan Yin Ke Chuan,,肺,肺气上逆,Ontological terms,"v1,v2",0
1090,痰壅,Tan Yong,,肺,肺气郁滞,,v1,1
1091,痰粘稠,Tan Nian Chou,痰粘稠 ，病状名，指痰质胶粘浓稠难咯，色白带黄，多属肺热。,肺,肺热,Synonymous terms,"v1,v2",0
1092,痰中带血,Tan Zhong Dai Xie,,肺,肺热,Ontological terms,"v1,v2",0
1093,痰浊黄稠,Tan Zhuo Huang Chou,,肺,肺热,Ontological terms,"v1,v2",0
1094,疼痛,Teng Tong,,,阳虚,,v1,1
1095,疼痛夜甚,Teng Tong Ye Shen,,,阳虚,Synonymous terms,"v1,v2",0
1096,体乏,Ti Fa,,脾,脾气虚,Ontological terms,"v1,v2",0
1097,体乏无力,Ti Fa Wu Li,,脾,脾气虚,Synonymous terms,"v1,v2",0
1098,体倦,Ti Juan,,脾,脾气虚,Ontological terms,"v1,v2",0
1099,体疲,Ti Pi,,脾,脾气虚,Synonymous terms,"v1,v2",0
1100,体弱,Ti Ruo,,脾,脾气虚,Ontological terms,"v1,v2",0
1101,体虚,Ti Xu,中医将体质虚弱称体虚，把慢性疾病的虚弱称虚证，并将虚弱分为气虚、血虚、阴虚、阳虚四种类型，结合心、肝、脾、肺、肾五脏，则每一脏又有气、血、阴、阳虚弱的类型，如肺气虚、脾阳虚等等。,脾,脾气虚,Ontological terms,"v1,v2",0
1102,体虚多汗,Ti Xu Duo Han,,脾,脾气虚,Ontological terms,"v1,v2",0
1103,体虚乏力,Ti Xu Fa Li,,脾,脾气虚,Ontological terms,"v1,v2",0
1104,体虚欲脱,Ti Xu Yu Tuo,,心肾,肝肾亏虚,Ontological terms,"v1,v2",0
1105,体虛,Ti Xu,,肝肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1106,涕黄稠,Ti Huang Chou,,肺,肺热,Synonymous terms,"v1,v2",0
1107,涕中带血,Ti Zhong Dai Xie,,肺,肺热,Synonymous terms,"v1,v2",0
1108,天行赤眼,Tian Xing Chi Yan,天行赤眼，中医病名。本病白睛暴发红赤，眵多粘结，常累及双眼，能迅速传染并引起广泛流行。故称天行赤眼。又名天行赤热、天行暴赤。俗称红眼病。本病见于《银海精微》。该书对本病病因及其传染流行等均有描述。多于夏秋之季发病，患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,肝目,肝经热证,Synonymous terms,"v1,v2",0
1109,听衰,Ting Shuai,,肝,肝肾亏虚,Synonymous terms,"v1,v2",0
1110,停经,Ting Jing,停经（cessation of menstruation）育龄有性生活史的健康妇女，平时月经周期规则，一旦月经过期，应考虑到妊娠。若停经2个月以上，则妊娠的可能性更大，停经是妊娠最早的症状，但不是妊娠的特有症状。,肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1111,停乳,Ting Ru,,乳房,肝气郁滞,Ontological terms,"v1,v2",0
1112,停食,Ting Shi,停食，指食物停滞胃中不消化。,脾胃,脾胃亏虚,Ontological terms,"v1,v2",0
1113,瞳孔散大,Tong Kong San Da,,脑肾,元气欲脱,Synonymous terms,"v1,v2",0
1114,痛,Tong,,,寒证  虚证,,v1,1
1115,痛处拒按,Tong Chu Ju An,,,淤血,Synonymous terms,"v1,v2",0
1116,痛经,Tong Jing,痛经（dysmenorrhea）为最常见的妇科症状之一，指行经前后或月经期出现下腹部疼痛、坠胀，伴有腰酸或其他不适，症状严重影响生活质量者。痛经分为原发性痛经和继发性两类，原发性痛经指生殖器官无器质性病变的痛经；继发性痛经指由盆腔器质性疾病，如子宫内膜异位症、子宫腺肌病等引起的痛经。,子宫,肝气郁滞,Ontological terms,"v1,v2",0
1117,痛如针刺,Tong Ru Zhen Ci,痛如针刺是一种证名。系指眼珠疼痛如针刺的证候。见《银海精微》。,,,Synonymous terms,"v1,v2",0
1118,痛甚,Tong Shen,,,寒证,Synonymous terms,"v1,v2",0
1119,痛有定处,Tong You Ding Chu,疼痛部位固定不移。,,淤血,Synonymous terms,"v1,v2",0
1120,头部疖肿,Tou Bu Jie Zhong,,头,热证,Ontological terms,"v1,v2",0
1121,头部剌痛,Tou Bu La Tong,,头,淤血,Synonymous terms,"v1,v2",0
1122,头部胀痛,Tou Bu Zhang Tong,,头,气虚,Synonymous terms,"v1,v2",0
1123,头发早白,Tou Fa Zao Bai,,心肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1124,头昏,Tou Hun,头昏是脑神经失调的一种表现。具体原因可能是血液循环不畅、缺氧、低血糖导致脑神经能量匮乏或者是心理疲劳、神经性失调。,心,气血亏虚,Synonymous terms,"v1,v2",0
1125,头剌痛,Tou La Tong,,头,淤血,Synonymous terms,"v1,v2",0
1126,头面部神经痛,Tou Mian Bu Shen Jing Tong,,头,经脉失养,Synonymous terms,"v1,v2",0
1127,头面疼痛,Tou Mian Teng Tong,,头,经脉失养,Synonymous terms,"v1,v2",0
1128,头目不清,Tou Mu Bu Qing,,头,冲气上逆,Ontological terms,"v1,v2",0
1129,头皮光亮,Tou Pi Guang Liang,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1130,头皮瘙痒,Tou Pi Sao Yang,头皮瘙痒是头皮菌群平衡遭到破坏，有害菌大量滋生，若不加以防治，更会引发油脂、代谢的失衡，使整个头皮状态紊乱，严重破坏头皮的健康状况；而头皮作为人体最重要的指令控制中心——头部的天然屏障，其脆弱性和敏感性更仅次于眼皮，可谓牵一发而动全身。,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1131,头身困重,Tou Shen Kun Zhong,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1132,头疼痛,Tou Teng Tong,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1133,头痛,Tou Tong,头痛（headache） 是临床常见的症状，通常将局限于头颅上半部，包括眉弓、耳轮上缘和枕外隆突连线以上部位的疼痛统称头痛。头痛病因繁多，神经痛、颅内感染、颅内占位病变、脑血管疾病、颅外头面部疾病、以及全身疾病如急性感染、中毒等均可导致头痛。发病年龄常见于青年、中年和老年。,头,气虚亏虚,Ontological terms,"v1,v2",0
1134,头痛日久,Tou Tong Ri Jiu,,头,气血亏虚,Synonymous terms,"v1,v2",0
1135,头痛如裹,Tou Tong Ru Guo,,头,寒湿证,Synonymous terms,"v1,v2",0
1136,头项强,Tou Xiang Qiang,,头,经脉失养,Ontological terms,"v1,v2",0
1137,头项痛,Tou Xiang Tong,,头,经脉失养,Ontological terms,"v1,v2",0
1138,头眩,Tou Xuan,头眩，即眩晕，病证名，出自《金匮要略·中风历节病脉证并治》。,头,肝气上逆,Synonymous terms,"v1,v2",0
1139,头痈,Tou Yong,,头,肝热,Synonymous terms,"v1,v2",0
1140,头晕,Tou Yun,头晕（dizziness）是一种常见的脑部功能性障碍，也是临床常见的症状之一。为头昏、头胀、头重脚轻、脑内摇晃、眼花等的感觉。头晕可由多种原因引起，最常见于发热性疾病、高血压病、脑动脉硬化、颅脑外伤综合征、神经症等。,头,肝气上逆,Ontological terms,"v1,v2",0
1141,头晕目眩,Tou Yun Mu Xuan,头晕目眩是一个成语，读音是tóu yūn mù xuàn，意思是头晕眼花，感到一切都在旋转；有时也形容被繁琐的事情弄得不知所措。出自曹雪芹的《红楼梦》第六回：“满屋里的东西都是耀眼夺光，使人头晕目眩。”通常作谓语或定语，指头部发昏、眼睛昏花。,头,肝气上逆,Ontological terms,"v1,v2",0
1142,头晕眼花,Tou Yun Yan Hua,头脑昏晕，眼睛发花。,头,肝气上逆,Ontological terms,"v1,v2",0
1143,头胀,Tou Zhang,头胀 ，证名。自觉头部胀重不适。外感内伤均可引起。外感多因湿热郁蒸所致。,头,肝气上逆,Synonymous terms,"v1,v2",0
1144,头胀痛,Tou Zhang Tong,头胀痛（head pain）是一种钝性疼痛，多呈持续性全头痛，头痛的同时常伴有头胀感，或伴有头晕、头沉。如果是太阳穴部位出现胀痛或重压感，可能是由于大脑疲劳。各种颅内、颅外和全身性的疾病都可能引起头痛。,头,肝气上逆,Ontological terms,"v1,v2",0
1145,头重,Tou Zhong,头重，症名。头部自觉重坠，或如布带束裹的感觉,头,肝肾亏虚,Synonymous terms,"v1,v2",0
1146,吐脓,Tu Nong,,肺,肺热,Ontological terms,"v1,v2",0
1147,吐衄,Tu Nv,,肺,热伤血络,Ontological terms,"v1,v2",0
1148,吐痰,Tu Tan,,肺,痰湿证,Synonymous terms,"v1,v2",0
1149,吐痰清稀,Tu Tan Qing Xi,,肺,寒湿侵肺,Synonymous terms,"v1,v2",0
1150,吐泻,Tu Xie,又吐又泻,胃肠,气机升降失调,Ontological terms,"v1,v2",0
1151,吐泻腹痛,Tu Xie Fu Tong,,胃肠,气机升降失调,Ontological terms,"v1,v2",0
1152,吐血,Tu Xie,吐血，是汉语词汇，汉语拼音为tù xiě ，指的是血从口中吐出。吐血可以是上消化道出血，也可以是支气管扩张的咯血。吐血主要来自胃的病变，因外邪犯胃，胃络受伤或他脏有病影响及胃均可引起本证。,胃,血络损伤,Ontological terms,"v1,v2",0
1153,腿疲软,Tui Pi Ruan,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1154,腿疲痛,Tui Pi Tong,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1155,腿软,Tui Ruan,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1156,腿疼痛，重者痛剧不能转侧,Tui Teng Tong ， Zhong Zhe Tong Ju Bu Neng Zhuan Ce,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1157,吞酸,Tun Suan,吞酸是指酸水自胃上激于咽喉之间，未及吐出又复吞咽，酸味有如刺心之感。,胃,肝肾亏虚,Ontological terms,"v1,v2",0
1158,脱发,Tuo Fa,脱发是指头发脱落的现象。正常脱落的头发都是处于退行期及休止期的毛发，由于进入退行期与新进入生长期的毛发不断处于动态平衡，故能维持正常数量的头发。病理性脱发是指头发异常或过度的脱落，其原因很多。,,,Ontological terms,"v1,v2",0
