TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1082,痰热阻肺,Tan Re Zu Fei,痰热阻肺，病证名。指痰热壅阻于肺，发生喘咳。症见发热咳嗽、喘息痰鸣、胸膈满闷，咯黄稠痰或痰中带血，甚则呼吸迫促、胸胁作痛、大便秘结、小便短赤，舌红苔黄腻，脉滑数。治宜清热化痰，方如麻杏石甘汤。,肺,肺热,Synonymous terms,"v1,v2",0
1083,痰少,Tan Shao,,肺,肺热,Ontological terms,"v1,v2",0
1084,痰盛,Tan Sheng,,肺,肺热,,v1,1
1085,痰稀,Tan Xi,,肺,寒湿犯肺,Synonymous terms,"v1,v2",0
1086,痰涎壅盛,Tan Xian Yong Sheng,,肺,痰湿阻肺,Ontological terms,"v1,v2",0
1087,痰血,Tan Xie,痰血，证名。指痰中经常带血。《不居集》卷十三：“痰血，咳咯唾皆有之，兼顾血屑、血丝、血点是也。”多见于肺结核、支气管扩张、多种肺部感染。,肺,肺热,Ontological terms,"v1,v2",0
1088,痰饮,Tan Yin,痰饮指体内水液不得输化，停留或渗注于体内某一部位而发生的病证，这是广义的痰饮，其中痰和饮既有区别，又有联系：首先它们都是津液代谢障碍所形成的病理产物，所谓“积水成饮，饮凝成痰”，其次它们又可能成为新的致病因素。一般以较稠浊的称为痰，清稀的称为饮。痰不仅是指咳吐出来有形可见的痰液，还包括瘰疬、痰核和停滞在脏腑经络等组织中的痰液，临床上可通过其所表现的证候来确定，这种痰称为“无形之痰”。,肺,寒湿阻肺,Ontological terms,"v1,v2",0
1089,痰饮咳喘,Tan Yin Ke Chuan,,肺,肺气上逆,Ontological terms,"v1,v2",0
1090,痰壅,Tan Yong,,肺,肺气郁滞,,v1,1
1091,痰粘稠,Tan Nian Chou,痰粘稠 ，病状名，指痰质胶粘浓稠难咯，色白带黄，多属肺热。,肺,肺热,Synonymous terms,"v1,v2",0
1092,痰中带血,Tan Zhong Dai Xie,痰中带血是指血从气道中随咳嗽而出，痰血相兼，痰中带有血丝、血点，或咯血盈口。常常间夹泡沫。此血来自肺脏或气道，色多鲜红。,肺,肺热,Ontological terms,"v1,v2",0
1093,痰浊黄稠,Tan Zhuo Huang Chou,,肺,肺热,Ontological terms,"v1,v2",0
1094,疼痛,Teng Tong,疼痛(pain)是机体对损伤组织或潜在的损伤产生的一种不愉快的反应，是一种复杂的生理心理活动，是临床上最常见的症状之一。它由痛觉和痛反应两部分组成。它包括伤害性刺激作用于机体所引起的痛感觉，以及机体对伤害性刺激的痛反应(躯体运动性反应和/或内脏植物性反应，常伴随有强烈的情绪色彩)。,,阳虚,,v1,1
1095,疼痛夜甚,Teng Tong Ye Shen,,,阳虚,Synonymous terms,"v1,v2",0
1096,体乏,Ti Fa,,脾,脾气虚,Ontological terms,"v1,v2",0
1097,体乏无力,Ti Fa Wu Li,,脾,脾气虚,Synonymous terms,"v1,v2",0
1098,体倦,Ti Juan,,脾,脾气虚,Ontological terms,"v1,v2",0
1099,体疲,Ti Pi,,脾,脾气虚,Synonymous terms,"v1,v2",0
1100,体弱,Ti Ruo,,脾,脾气虚,Ontological terms,"v1,v2",0
1101,体虚,Ti Xu,中医将体质虚弱称体虚，把慢性疾病的虚弱称虚证，并将虚弱分为气虚、血虚、阴虚、阳虚四种类型，结合心、肝、脾、肺、肾五脏，则每一脏又有气、血、阴、阳虚弱的类型，如肺气虚、脾阳虚等等。,脾,脾气虚,Ontological terms,"v1,v2",0
1102,体虚多汗,Ti Xu Duo Han,,脾,脾气虚,Ontological terms,"v1,v2",0
1103,体虚乏力,Ti Xu Fa Li,,脾,脾气虚,Ontological terms,"v1,v2",0
1104,体虚欲脱,Ti Xu Yu Tuo,,心肾,肝肾亏虚,Ontological terms,"v1,v2",0
1105,体虛,Ti Xu,,肝肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1106,涕黄稠,Ti Huang Chou,,肺,肺热,Synonymous terms,"v1,v2",0
1107,涕中带血,Ti Zhong Dai Xie,,肺,肺热,Synonymous terms,"v1,v2",0
1108,天行赤眼,Tian Xing Chi Yan,天行赤眼，中医病名。本病白睛暴发红赤，眵多粘结，常累及双眼，能迅速传染并引起广泛流行。故称天行赤眼。又名天行赤热、天行暴赤。俗称红眼病。本病见于《银海精微》。该书对本病病因及其传染流行等均有描述。多于夏秋之季发病，患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,肝目,肝经热证,Synonymous terms,"v1,v2",0
1109,听衰,Ting Shuai,,肝,肝肾亏虚,Synonymous terms,"v1,v2",0
1110,停经,Ting Jing,停经（cessation of menstruation）育龄有性生活史的健康妇女，平时月经周期规则，一旦月经过期，应考虑到妊娠。若停经2个月以上，则妊娠的可能性更大，停经是妊娠最早的症状，但不是妊娠的特有症状。,肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1111,停乳,Ting Ru,,乳房,肝气郁滞,Ontological terms,"v1,v2",0
1112,停食,Ting Shi,停食，指食物停滞胃中不消化。,脾胃,脾胃亏虚,Ontological terms,"v1,v2",0
1113,瞳孔散大,Tong Kong San Da,瞳孔散大的原因较多，其治疗包括病因治疗及对症支持治疗，关键是找出瞳孔改变的病因，对症下药。有研究表明，双侧瞳孔如果散大持续90分钟以上，预后不佳。尤其是脑外伤病人，双瞳孔散大时间小于30分钟者应争分夺秒尽可能手术减低颅内压或清除血肿，尽快解除脑受压情况。若发现患者瞳孔有变化，家属应该尽快联系医生，尽早诊治，切勿拖延时间。,脑肾,元气欲脱,Synonymous terms,"v1,v2",0
1114,痛,Tong,,,寒证  虚证,,v1,1
1115,痛处拒按,Tong Chu Ju An,,,淤血,Synonymous terms,"v1,v2",0
1116,痛经,Tong Jing,痛经（dysmenorrhea）为最常见的妇科症状之一，指行经前后或月经期出现下腹部疼痛、坠胀，伴有腰酸或其他不适，症状严重影响生活质量者。痛经分为原发性痛经和继发性两类，原发性痛经指生殖器官无器质性病变的痛经；继发性痛经指由盆腔器质性疾病，如子宫内膜异位症、子宫腺肌病等引起的痛经。,子宫,肝气郁滞,Ontological terms,"v1,v2",0
1117,痛如针刺,Tong Ru Zhen Ci,痛如针刺是一种证名。系指眼珠疼痛如针刺的证候。见《银海精微》。,,,Synonymous terms,"v1,v2",0
1118,痛甚,Tong Shen,,,寒证,Synonymous terms,"v1,v2",0
1119,痛有定处,Tong You Ding Chu,疼痛部位固定不移。,,淤血,Synonymous terms,"v1,v2",0
1120,头部疖肿,Tou Bu Jie Zhong,,头,热证,Ontological terms,"v1,v2",0
1121,头部剌痛,Tou Bu La Tong,,头,淤血,Synonymous terms,"v1,v2",0
1122,头部胀痛,Tou Bu Zhang Tong,,头,气虚,Synonymous terms,"v1,v2",0
1123,头发早白,Tou Fa Zao Bai,,心肾,肝肾亏虚,Synonymous terms,"v1,v2",0
1124,头昏,Tou Hun,头昏是脑神经失调的一种表现。具体原因可能是血液循环不畅、缺氧、低血糖导致脑神经能量匮乏或者是心理疲劳、神经性失调。,心,气血亏虚,Synonymous terms,"v1,v2",0
1125,头剌痛,Tou La Tong,,头,淤血,Synonymous terms,"v1,v2",0
1126,头面部神经痛,Tou Mian Bu Shen Jing Tong,,头,经脉失养,Synonymous terms,"v1,v2",0
1127,头面疼痛,Tou Mian Teng Tong,,头,经脉失养,Synonymous terms,"v1,v2",0
1128,头目不清,Tou Mu Bu Qing,,头,冲气上逆,Ontological terms,"v1,v2",0
1129,头皮光亮,Tou Pi Guang Liang,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1130,头皮瘙痒,Tou Pi Sao Yang,头皮瘙痒是头皮菌群平衡遭到破坏，有害菌大量滋生，若不加以防治，更会引发油脂、代谢的失衡，使整个头皮状态紊乱，严重破坏头皮的健康状况；而头皮作为人体最重要的指令控制中心——头部的天然屏障，其脆弱性和敏感性更仅次于眼皮，可谓牵一发而动全身。,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1131,头身困重,Tou Shen Kun Zhong,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1132,头疼痛,Tou Teng Tong,,头,湿热瘀滞,Synonymous terms,"v1,v2",0
1133,头痛,Tou Tong,头痛（headache） 是临床常见的症状，通常将局限于头颅上半部，包括眉弓、耳轮上缘和枕外隆突连线以上部位的疼痛统称头痛。头痛病因繁多，神经痛、颅内感染、颅内占位病变、脑血管疾病、颅外头面部疾病、以及全身疾病如急性感染、中毒等均可导致头痛。发病年龄常见于青年、中年和老年。,头,气虚亏虚,Ontological terms,"v1,v2",0
1134,头痛日久,Tou Tong Ri Jiu,,头,气血亏虚,Synonymous terms,"v1,v2",0
1135,头痛如裹,Tou Tong Ru Guo,,头,寒湿证,Synonymous terms,"v1,v2",0
1136,头项强,Tou Xiang Qiang,,头,经脉失养,Ontological terms,"v1,v2",0
1137,头项痛,Tou Xiang Tong,,头,经脉失养,Ontological terms,"v1,v2",0
1138,头眩,Tou Xuan,头眩，即眩晕，病证名，出自《金匮要略·中风历节病脉证并治》。,头,肝气上逆,Synonymous terms,"v1,v2",0
1139,头痈,Tou Yong,,头,肝热,Synonymous terms,"v1,v2",0
1140,头晕,Tou Yun,头晕（dizziness）是一种常见的脑部功能性障碍，也是临床常见的症状之一。为头昏、头胀、头重脚轻、脑内摇晃、眼花等的感觉。头晕可由多种原因引起，最常见于发热性疾病、高血压病、脑动脉硬化、颅脑外伤综合征、神经症等。,头,肝气上逆,Ontological terms,"v1,v2",0
1141,头晕目眩,Tou Yun Mu Xuan,头晕目眩是一个成语，读音是tóu yūn mù xuàn，意思是头晕眼花，感到一切都在旋转；有时也形容被繁琐的事情弄得不知所措。出自曹雪芹的《红楼梦》第六回：“满屋里的东西都是耀眼夺光，使人头晕目眩。”通常作谓语或定语，指头部发昏、眼睛昏花。,头,肝气上逆,Ontological terms,"v1,v2",0
1142,头晕眼花,Tou Yun Yan Hua,头脑昏晕，眼睛发花。,头,肝气上逆,Ontological terms,"v1,v2",0
1143,头胀,Tou Zhang,头胀 ，证名。自觉头部胀重不适。外感内伤均可引起。外感多因湿热郁蒸所致。,头,肝气上逆,Synonymous terms,"v1,v2",0
1144,头胀痛,Tou Zhang Tong,头胀痛（head pain）是一种钝性疼痛，多呈持续性全头痛，头痛的同时常伴有头胀感，或伴有头晕、头沉。如果是太阳穴部位出现胀痛或重压感，可能是由于大脑疲劳。各种颅内、颅外和全身性的疾病都可能引起头痛。,头,肝气上逆,Ontological terms,"v1,v2",0
1145,头重,Tou Zhong,头重，症名。头部自觉重坠，或如布带束裹的感觉,头,肝肾亏虚,Synonymous terms,"v1,v2",0
1146,吐脓,Tu Nong,,肺,肺热,Ontological terms,"v1,v2",0
1147,吐衄,Tu Nv,,肺,热伤血络,Ontological terms,"v1,v2",0
1148,吐痰,Tu Tan,,肺,痰湿证,Synonymous terms,"v1,v2",0
1149,吐痰清稀,Tu Tan Qing Xi,,肺,寒湿侵肺,Synonymous terms,"v1,v2",0
1150,吐泻,Tu Xie,又吐又泻,胃肠,气机升降失调,Ontological terms,"v1,v2",0
1151,吐泻腹痛,Tu Xie Fu Tong,,胃肠,气机升降失调,Ontological terms,"v1,v2",0
1152,吐血,Tu Xie,吐血，是汉语词汇，汉语拼音为tù xiě ，指的是血从口中吐出。吐血可以是上消化道出血，也可以是支气管扩张的咯血。吐血主要来自胃的病变，因外邪犯胃，胃络受伤或他脏有病影响及胃均可引起本证。,胃,血络损伤,Ontological terms,"v1,v2",0
1153,腿疲软,Tui Pi Ruan,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1154,腿疲痛,Tui Pi Tong,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1155,腿软,Tui Ruan,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1156,腿疼痛，重者痛剧不能转侧,Tui Teng Tong ， Zhong Zhe Tong Ju Bu Neng Zhuan Ce,,四肢,肝肾亏虚,Synonymous terms,"v1,v2",0
1157,吞酸,Tun Suan,吞酸是指酸水自胃上激于咽喉之间，未及吐出又复吞咽，酸味有如刺心之感。,胃,肝肾亏虚,Ontological terms,"v1,v2",0
1158,脱发,Tuo Fa,脱发是指头发脱落的现象。正常脱落的头发都是处于退行期及休止期的毛发，由于进入退行期与新进入生长期的毛发不断处于动态平衡，故能维持正常数量的头发。病理性脱发是指头发异常或过度的脱落，其原因很多。,,,Ontological terms,"v1,v2",0
1159,脱肛,Tuo Gang,直肠壁部分或全层向下移位，称为直肠脱垂（rectal prolapse）。直肠壁部分下移，即直肠黏膜下移，称黏膜脱垂或不完全脱垂；直肠壁全层下移称完全脱垂。,大肠,中气下陷,Ontological terms,"v1,v2",0
1160,脱臼,Tuo Jiu,关节脱位也称脱臼，是指构成关节的上下两个骨端失去了正常的位置，发生了错位。多暴力作用所致，以肩、肘、下颌及手指关节最易发生脱位。关节脱位的表现，一是关节处疼痛剧烈，二是关节的正常活动丧失，三是关节部位出现畸形。临床上可分损伤性脱位、先天性脱位及病理性脱位等几种情形。关节脱位后，关节囊、韧带、关节软骨及肌肉等软组织也有损伤，另外关节周围肿胀，可有血肿，若不及时复位，血肿机化，关节粘连，使关节不同程度丧失功能。,四肢,外伤,Synonymous terms,"v1,v2",0
1161,脱屑,Tuo Xie,脱屑（desquamation)常见于正常皮肤表层不断角化和更新，但由于数量很少，一般不易察觉。病理状态下可见大量皮肤脱屑。,皮肤,血热,Synonymous terms,"v1,v2",0
1162,椭圆形红斑,Tuo Yuan Xing Hong Ban,,,,Ontological terms,"v1,v2",0
1163,外伤发炎,Wai Shang Fa Yan,,,,Synonymous terms,"v1,v2",0
1164,外伤红肿,Wai Shang Hong Zhong,,,,Synonymous terms,"v1,v2",0
1165,外伤破溃,Wai Shang Po Kui,,,外伤,Ontological terms,"v1,v2",0
1166,外阴红肿,Wai Yin Hong Zhong,外阴红肿是常见的妇科疾病症状之一，最常见的原因是外阴病原体感染，此外尿液、粪便等异常分泌物的刺激也可造成外阴红肿。患者常伴外阴瘙痒、疼痛、灼热、破溃、白带异常等表现。经过及时诊治，通常预后良好。,,肝经湿热,Synonymous terms,"v1,v2",0
1167,完谷不化,Wan Gu Bu Hua,完谷不化出自出《傅青主女科》完谷不化第二十二，因产后劳倦伤脾，而运转稽迟也，名飧泄；又饮食太过，脾胃受伤，亦然，俗呼水谷痢是也。,,,Synonymous terms,"v1,v2",0
1168,顽痰,Wan Tan,坚结胶固之痰。亦称老痰、结痰、郁痰。《症因脉治》卷二：“顽痰，坚结胶固，吐咯难出，脉见沉牢，……痰在咽喉，咯不出，咽不下，即老痰、结痰也。”“郁痰即结痰、顽痰。”详见郁痰、老痰、结痰条。,,,,v1,1
1169,脘腹刺痛,Guan Fu Ci Tong,,脾胃,血瘀,Synonymous terms,"v1,v2",0
1170,脘腹冷,Guan Fu Leng,,脾胃,脾胃虚寒,Ontological terms,"v1,v2",0
1171,脘腹冷痛,Guan Fu Leng Tong,脘腹冷痛是一种常见的中医症状描述，指胃脘部和腹部出现疼痛，并且有冷感而喜暖的症状。中医学认为，脘腹冷痛有实证和虚证之分，实证多因寒邪入侵导致胃肠阳气受阻，气机运行不畅，寒凝气滞所引起；而虚证一般为先天禀赋不足或后天失养导致脾胃阳气亏虚，温煦功能减弱所引起。,脾胃,脾胃虚寒,Ontological terms,"v1,v2",0
1172,脘腹痞满,Guan Fu Pi Man,,脾胃,脾气虚,Ontological terms,"v1,v2",0
1173,脘腹痞闷,Guan Fu Pi Men,病症名。指胃脘或整个腹部有痞胀、闷塞不舒，甚至微微作痛的感觉。脾胃虚弱而运化迟滞，或肝气郁结而影响脾胃，或胃肠有食浊、湿饮等邪留滞均可导致，总与胃肠气滞不畅有关。,脾胃,脾气虚,Synonymous terms,"v1,v2",0
1174,脘腹疼痛,Guan Fu Teng Tong,以胃脘及腹部疼痛为主要表现的疾病。,脾胃,淤血,Ontological terms,"v1,v2",0
1175,脘腹痛,Guan Fu Tong,以胃脘及腹部疼痛为主要表现的疾病。,脾胃,气滞,Ontological terms,"v1,v2",0
1176,脘腹胁痛,Guan Fu Xie Tong,,脾胃,肝气郁滞,Ontological terms,"v1,v2",0
1177,脘腹隐痛,Guan Fu Yin Tong,脘腹隐痛是一种常见的中医症状描述，指胃脘部和腹部出现程度较轻、隐隐约约的疼痛，虽然尚可忍耐，但具有绵绵不休的特点。中医学认为，脘腹隐痛多是由于脾胃虚寒、胃阴不足等引起的；在西医方面，许多疾病都可能引发脘腹隐痛，如慢性胃炎、消化性溃疡、肠炎、肠易激综合征等。,脾胃,胃阴虚,Synonymous terms,"v1,v2",0
1178,脘腹胀满,Guan Fu Zhang Man,脘腹胀满是一种常见的消化系统症状，可以是一种主观上的感觉，感到腹部的一部分或全腹部胀满；也可以是一种客观上的检查所见，发现腹部一部分或全腹部膨拢引起腹胀的原因主要见于胃肠道胀气、各种原因所致的腹水、腹腔肿瘤等。正常人胃肠道内可有少量气体 ，约 150 毫升（ml）左右，当咽入胃内空气过多或因消化吸收功能不良时，胃肠道内产气过多，而肠道内的气体又不能从肛门排出体外，则可导致腹胀。,脾胃,胃气虚,Ontological terms,"v1,v2",0
