Formula_id,Formula_pinyin_name,Formula_cn_name,Formula_alias_name,Formula_en_name,Dosage_form,Administration,Type,Category,Herbs_in_Chinese,Herbs_in_pinyin,Syndromes_in_Chinese,Syndromes_in_English,Indications_in_Chinese,Indications_in_English,Source,CPMCP_CMP_id,CPMCP_CPM_id,ITCM_id,ETCM_id
HBFO003306,Pu Gan Pian,扑感片,NA,Pu Gan Tablet,片剂 (Tablet),Oral,解表药,Chinese patent medicines,"地胆草, 对乙酰氨基酚, 山葡萄, 紫苏油, 苍耳草, 马来酸氯苯那敏","Di Dan Cao, Dui Yi Xian An Ji Fen, Shan Pu Tao, Zi Su You, Cang Er Cao, Ma Lai Suan Lv Ben Na Min",风寒束表证,Syndrome of wind-cold fettering the exterior,感冒,Common cold,ETCM,NA,NA,2049,2049
HBFO003307,Pudilan Xiaoyan Jiaonang,蒲地蓝消炎胶囊,NA,Pudilan Xiaoyan Capsule; Pu Di Lan Xiao Yan Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"黄芩, 蒲公英, 苦地丁, 板蓝根","Huang Qin, Pu Gong Ying, Ku Di Ding, Ban Lan Gen",清热解毒，消肿利咽,NA,用于疗肿、腮腺炎、咽炎、扁桃体炎,"Used to treat swelling, mumps, pharyngitis, tonsillitis",Chinese Pharmacopoeia 2020 edition,NA,NA,53645,NA
HBFO003308,Pudilan Xiaoyan Koufuye,蒲地蓝消炎口服液,NA,Pu Di Lan Xiao Yan Oral Liquid; Pudilan Xiaoyan Oral Liquid,合剂 (Mixture),Oral,NA,Chinese patent medicines,"蒲公英, 板蓝根, 苦地丁, 黄芩","Pu Gong Ying, Ban Lan Gen, Ku Di Ding, Huang Qin",清热解毒，消肿利咽,NA,用于疖肿、腮腺炎、咽炎、扁桃体炎,"For boils, mumps, pharyngitis, tonsillitis",Chinese Pharmacopoeia 2020 edition,NA,NA,51458,NA
HBFO003309,Pu Di Lan Xiao Yan Pian,蒲地蓝消炎片,NA,Pu Di Lan Xiao Yan Tablet,片剂 (Tablet),Oral,清热药,Chinese patent medicines,"板蓝根, 苦地丁, 蒲公英, 黄芩","Ban Lan Gen, Ku Di Ding, Pu Gong Ying, Huang Qin",热毒炽盛证,Syndrome of exuberance of heat-toxicity,"疮疡, 喉痹, 痄腮","Sore and ulcer, Throat obstruction, pharyngitis, Mumps",ETCM,NA,NA,2050,2050
HBFO003310,Pu Gong Ying Chong Ji,蒲公英冲剂,NA,Pu Gong Ying Granule,颗粒剂 (Granule),Oral,疮疡消药,Chinese patent medicines,蒲公英,Pu Gong Ying,热毒炽盛证,Syndrome of exuberance of heat-toxicity,疮疡,Sore and ulcer,ETCM,NA,NA,2051,2051
HBFO003311,Jing Fang Si Wu Tang,荆防四物汤,NA,Jing Fang Si Wu Decotion,汤剂 (Decoction),Oral,解表方,Ancient TCM prescriptions,"荆芥, 防风, 当归, 地黄, 白芍, 川芎","Jing Jie, Fang Feng, Dang Gui, Di Huang, Bai Shao, Chuan Qiong",辛温解表,XinWen nourish,养血和营，祛风解表,"Raise blood and camp, dispel wind and relieve the table",CPMCP,294,NA,48258,NA
HBFO003312,Pu Gong Ying Pian,蒲公英片,NA,Pu Gong Ying Tablet,片剂 (Tablet),Oral,疮疡消药,Chinese patent medicines,蒲公英,Pu Gong Ying,热毒炽盛证; 膀胱蕴热证,Syndrome of accumulated heat of bladder; Syndrome of exuberance of heat-toxicity,"喉痈, 乳痈, 热淋","Throat abscess, Heat strangury, Acute mastitis",ETCM,NA,NA,2052,2052
HBFO003313,Pu Huang Pian,蒲黄片,NA,Pu Huang Tablet,片剂 (Tablet),Oral,和血药,Chinese patent medicines,蒲黄浸膏,Pu Huang Jin Gao,NA,NA,NA,NA,ETCM,NA,NA,2053,2053
HBFO003314,Pu Chen Hua Yu Wan,朴沉化郁丸,NA,Pu Chen Hua Yu Pill; Pochen Huayu Pill,丸剂 (Pill),Oral,消食化积,Chinese patent medicines,"丁香, 厚朴, 延胡索, 木香, 枳壳, 柴胡, 檀香, 沉香, 片姜黄, 甘草, 砂仁, 肉桂, 莪术, 豆蔻, 陈皮, 青皮, 香附, 高良姜","Ding Xiang, Hou Po, Yan Hu Suo, Mu Xiang, Zhi Ke, Chai Hu, Tan Xiang, Chen Xiang, Pian Jiang Huang, Gan Cao, Sha Ren, Rou Gui, E Shu, Dou Kou, Chen Pi, Qing Pi, Xiang Fu, Gao Liang Jiang",肝胃不和证; 食积证,Syndrome of incoordination between liver and stomach; Syndrome of food retention,"积滞, 胃脘痛","Indigestion, Stomachache",Chinese Pharmacopoeia 2020 edition,NA,NA,2054,2054
HBFO003315,Pu Ji Hui Chun Wan,普济回春丸,NA,Pu Ji Hui Chun Pill,丸剂 (Pill),Oral,解表药,Chinese patent medicines,"僵蚕, 升麻, 朱砂, 板蓝根, 柴胡, 桔梗, 牛蒡子, 玄参, 甘草, 薄荷, 连翘, 陈皮, 马勃, 黄芩, 黄连","Jiang Can, Sheng Ma, Zhu Sha, Ban Lan Gen, Chai Hu, Jie Geng, Niu Bang Zi, Xuan Can, Gan Cao, Bo He, Lian Qiao, Chen Pi, Ma Bo, Huang Qin, Huang Lian",风热犯表证; 温毒袭表证,Syndrome of wind-heat invading the exterior; Syndrome of warm-toxin assailing the exterior,"痄腮, 颜面丹毒","Facial erysipelas, Mumps",ETCM,NA,NA,2055,2055
HBFO003316,Jing Peng Jian Wan,荆蓬煎丸,NA,Jing Peng Jian Pill,丸剂 (Pill),Oral,理气方,Ancient TCM prescriptions,"木香, 麸炒青皮, 盐小茴香, 槟榔, 麸炒枳壳, 醋三棱, 醋莪术","Mu Xiang, Fu Chao Qing Pi, Yan Xiao Hui Xiang, Bing Lang, Fu Chao Zhi Ke, Cu San Leng, Cu E Shu",行气,qi,理气活血，通络消积,"Qi huoxue, collaterals elimination",CPMCP,295,NA,NA,NA
HBFO003317,Pu Le An Jiao Nang,普乐安胶囊,NA,Pu Le An Capsule; Pule'An Capsule,胶囊剂 (Capsule),Oral,补益药,Chinese patent medicines,油菜花粉,You Cai Hua Fen,肾虚不固证,Syndrome of loss of control due to kidney deficiency,小便失禁,Urinary incontinence,Chinese Pharmacopoeia 2020 edition,NA,NA,2056,2056
HBFO003318,Pu Le An Pian,普乐安片,NA,Pule'An Tablet; Pu Le An Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,油菜花粉,You Cai Hua Fen,肾虚不固证,Syndrome of loss of control due to kidney deficiency,小便失禁,Urinary incontinence,Chinese Pharmacopoeia 2020 edition,NA,NA,2057,2057
HBFO003319,Qi Bao Mei Ran Chong Ji,七宝美髯冲剂,NA,Qi Bao Mei Ran Granule,颗粒剂 (Granule),Oral,补益药,Chinese patent medicines,"何首乌, 当归, 枸杞子, 牛膝, 茯苓, 菟丝子, 补骨脂","He Shou Wu, Dang Gui, Gou Qi Zi, Niu Xi, Fu Ling, Tu Si Zi, Bu Gu Zhi",肝肾亏虚证,Syndrome of deficiency in liver and kidney,"遗精, 早泄, 眩晕, 耳鸣, 腰痛","Tinnitus, Dizziness, Lumbago, Seminal emission, Premature ejaculation",ETCM,NA,NA,2058,2058
HBFO003320,Qi Bao Mei Ran Dan,七宝美髯丹,NA,Qi Bao Mei Ran Dan,丸剂 (Pill),Oral,补益方,Ancient TCM prescriptions,"制何首乌, 茯苓, 牛膝, 酒浸当归, 酒浸枸杞子, 酒浸菟丝子, 黑脂麻拌炒补骨脂","Zhi He Shou Wu, Fu Ling, Niu Xi, Jiu Jin Dang Gui, Jiu Jin Gou Qi Zi, Jiu Jin Tu Si Zi, Hei Zhi Ma Ban Chao Bu Gu Zhi",阴阳双补,Double repair of Yin and Yang,补益肝肾，乌发壮骨,"Tonifying liver and kidney, black hair and strong bones",CPMCP,374,NA,NA,NA
HBFO003321,Qibao Meiran Ke Li,七宝美髯颗粒,NA,Qi Bao Mei Ran Granule; Qibao Meiran Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"制何首乌, 当归, 补骨脂（黑芝麻炒）, 枸杞子（酒蒸）, 菟丝子（炒）, 茯苓, 牛膝（酒蒸）","Zhi He Shou Wu, Dang Gui, Bu Gu Zhi （ Hei Zhi Ma Chao ）, Gou Qi Zi （ Jiu Zheng ）, Tu Si Zi （ Chao ）, Fu Ling, Niu Xi （ Jiu Zheng ）",滋补肝肾,Nourish liver and kidney,用于肝肾不足，须发早白，遗精早泄，头眩耳鸣，腰痠背痛,"Used for liver and kidney deficiency, early whitening of hair, nocturnal emission, premature ejaculation, dizziness, tinnitus, backache",Chinese Pharmacopoeia 2020 edition,NA,NA,53175,NA
HBFO003322,Qi Bao Mei Ran Wan,七宝美髯丸,NA,Qi Bao Mei Ran Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"何首乌, 当归, 枸杞子, 牛膝, 茯苓, 菟丝子, 补骨脂","He Shou Wu, Dang Gui, Gou Qi Zi, Niu Xi, Fu Ling, Tu Si Zi, Bu Gu Zhi",肝肾亏虚证; 精血亏虚证,Syndrome of deficiency in liver and kidney; Syndrome of deficiency of essence and blood,"遗精, 盗汗, 痿证, 带下病","Leukorrheal diseases, Nightsweat, Seminal emission, Flaccidity syndrome",ETCM,NA,909,2059,2059
HBFO003323,Qi Bian Hui Chun Le Jiao Nang,七鞭回春乐胶囊,NA,Qi Bian Hui Chun Le Capsule,胶囊剂 (Capsule),Oral,补益药,Chinese patent medicines,"何首乌, 刺猬皮, 山药, 枸杞子, 牛肾, 狗肾, 羊肾, 貂肾, 马肾, 驴肾, 鹿肾","He Shou Wu, Ci Wei Pi, Shan Yao, Gou Qi Zi, Niu Shen, Gou Shen, Yang Shen, Diao Shen, Ma Shen, Lv Shen, Lu Shen",肾阳虚证,Syndrome of yang deficiency of kidney,"阳痿, 遗精, 早泄","Impotence, Seminal emission, Premature ejaculation",ETCM,NA,NA,2060,2060
HBFO003324,Qili Jiaonang,七厘胶囊,NA,Qili Capsule; Qi Li Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"血竭, 乳香（制）, 没药（制）, 红花, 儿茶, 冰片, 人工麝香, 朱砂","Xue Jie, Ru Xiang （ Zhi ）, Mo Yao （ Zhi ）, Hong Hua, Er Cha, Bing Pian, Ren Gong She Xiang, Zhu Sha",化瘀消肿，止痛止血,"To remove blood stasis and swelling, relieve pain and stop bleeding",用于跌扑损伤，血瘀疼痛，外伤出血,"Used for falls, blood stasis pain, traumatic bleeding",Chinese Pharmacopoeia 2020 edition,NA,NA,52924,NA
HBFO003325,Qili San,七厘散,NA,Qili Powder; Qi Li Powder,散剂 (Powder),Oral,NA,Chinese patent medicines,"血竭, 乳香（制）, 没药（制）, 红花, 儿茶, 冰片, 人工麝香, 朱砂","Xue Jie, Ru Xiang （ Zhi ）, Mo Yao （ Zhi ）, Hong Hua, Er Cha, Bing Pian, Ren Gong She Xiang, Zhu Sha",化瘀消肿，止痛止血,"To remove blood stasis and swelling, relieve pain and stop bleeding",用于跌扑损伤，血瘀疼痛，外伤出血,"Used for falls, blood stasis pain, traumatic bleeding",Chinese Pharmacopoeia 2020 edition,376,NA,52925,NA
HBFO003326,Qishiwei Zhenzhu Wan,七十味珍珠丸,NA,Qi Shi Wei Zhen Zhu Pill; Qishiwei Zhenzhu Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"珍珠, 檀香, 降香, 九眼石, 西红花, 牛黄, 麝香","Zhen Zhu, Tan Xiang, Jiang Xiang, Jiu Yan Shi, Xi Hong Hua, Niu Huang, She Xiang",安神，镇静，通经活络，调和气血，醒脑开窍,"Soothe the nerves, calm the nerves, activate the meridians, reconcile qi and blood, refresh the brain and resuscitate",用于“黑白脉病”、“龙血”不调；中风、瘫痪、半身不遂、癲痫、脑溢血、脑震荡、心脏病、高血压及神经性障碍,"Used for """"black and white pulse disease"""", """"dragon blood"""" irregular; stroke, paralysis, hemiplegia, epilepsy, cerebral hemorrhage, concussion, heart disease, hypertension and neurological disorders",Chinese Pharmacopoeia 2020 edition,NA,NA,52404,NA
HBFO003327,Qi Wei Du Qi Wan,七味都气丸,NA,Qiwei Duqi Pill; Qi Wei Du Qi Pill,丸剂 (Pill),Oral,补益药,Chinese patent medicines,"五味子, 山茱萸, 山药, 泽泻, 熟地黄, 牡丹皮, 茯芩","Wu Wei Zi, Shan Zhu Yu, Shan Yao, Ze Xie, Shu Di Huang, Mu Dan Pi, Fu Qin",肾不纳气证; 肾阴虚证,Syndrome of kidney failing to receive qi,"喘病, 遗精, 盗汗","Dyspnea, Nightsweat, Seminal emission",Chinese Pharmacopoeia 2020 edition,378,NA,2061,2061
HBFO003328,Qiwei Guangzao Wan,七味广枣丸,NA,Qi Wei Guang Zao Pill; Qiwei Guangzao Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"广枣, 肉豆蔻, 丁香, 木香, 枫香脂, 沉香, 牛心粉","Guang Zao, Rou Dou Kou, Ding Xiang, Mu Xiang, Feng Xiang Zhi, Chen Xiang, Niu Xin Fen",养心益气，安神,"Nourish the heart and nourish qi, soothe the nerves",用于胸闷疼痛，心悸气短，心神不安，失眠健忘,"Used for chest tightness, pain, palpitations, shortness of breath, restlessness, insomnia and forgetfulness",Chinese Pharmacopoeia 2020 edition,NA,NA,52597,NA
HBFO003329,Qiwei Ketengzi Wan,七味榼藤子丸,NA,Qiwei Ketengzi Pill; Qi Wei Ke Teng Zi Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"榼藤子仁（炒）, 毛叶巴豆茎及叶, 阿魏, 胡椒, 蔓荆子, 蔓荆子叶, 黑种草子, 墨旱莲","Ke Teng Zi Ren （ Chao ）, Mao Ye Ba Dou Jing Ji Ye, A Wei, Hu Jiao, Man Jing Zi, Man Jing Zi Ye, Hei Zhong Cao Zi, Mo Han Lian",祛暑，和中，解痉止痛,"Relieve heat, harmonize, relieve spasm and relieve pain",用于吐泻腹痛，胸闷，胁痛，头痛发热,"Used for vomiting and diarrhea, abdominal pain, chest tightness, hypochondriac pain, headache and fever",Chinese Pharmacopoeia 2020 edition,NA,NA,53547,NA
HBFO003330,Qiwei Putao San,七味葡萄散,NA,Qi Wei Pu Tao Powder; Qiwei Putao Powder,散剂 (Powder),Oral,NA,Chinese patent medicines,"白葡萄干, 石膏, 红花, 甘草, 香附, 肉桂, 石榴","Bai Pu Tao Gan, Shi Gao, Hong Hua, Gan Cao, Xiang Fu, Rou Gui, Shi Liu",清肺，止嗽，定喘,"To clear the lungs, stop coughing, and relieve asthma",用于虚劳咳嗽，年老气喘，胸满郁闷,"Used for coughing due to fatigue, old age and asthma, full of depressed chest",Chinese Pharmacopoeia 2020 edition,NA,916,52741,NA
HBFO003331,Qiwei Tiexie Wan,七味铁屑丸,NA,Qi Wei Tie Xie Pill; Qiwei Tiexie Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"铁屑（诃子制）, 北寒水石（奶制）, 藏木香, 木香, 甘青青蓝, 红花, 五灵脂膏","Tie Xie （ He Zi Zhi ）, Bei Han Shui Shi （ Nai Zhi ）, Cang Mu Xiang, Mu Xiang, Gan Qing Qing Lan, Hong Hua, Wu Ling Zhi Gao",行气活血，平肝清热止痛,"Promoting qi and promoting blood circulation, calming liver, clearing heat and relieving pain",用于肝区疼痛，肝脏肿大,"Used for liver pain, liver enlargement",Chinese Pharmacopoeia 2020 edition,NA,NA,53198,NA
HBFO003332,Qi Wei Xin Xiao Wan,七味新消丸,NA,Qi Wei Xin Xiao Pill,丸剂 (Pill),Oral,疮疡消药,Chinese patent medicines,"丁香, 乳香, 没药, 牛黄, 蟾酥, 雄黄, 麝香","Ding Xiang, Ru Xiang, Mo Yao, Niu Huang, Chan Su, Xiong Huang, She Xiang",邪毒炽盛证,Syndrome of exuberance of pathogen-toxicity,"丹毒, 疮痈","Sore and abscess, Erysipelas",ETCM,NA,NA,2062,2062
HBFO003333,Qi Xiang Zhi Tong Wan,七香止痛丸,NA,Qi Xiang Zhi Tong Pill,丸剂 (Pill),Oral,理气药,Chinese patent medicines,"丁香, 乳香, 八角茴香, 小茴香, 川木香, 广藿香, 木香, 沉香, 降香","Ding Xiang, Ru Xiang, Ba Jiao Hui Xiang, Xiao Hui Xiang, Chuan Mu Xiang, Guang Huo Xiang, Mu Xiang, Chen Xiang, Jiang Xiang",中焦气滞证,Syndrome of qi stagnation in middle energizer,"胃脘痛, 腹痛","Abdominal Pain, Stomachache",ETCM,NA,NA,2063,2063
HBFO003334,Qi Ye Lian Ding,七叶莲酊,NA,Qi Ye Lian Tincture,酊剂 (Tincture),Oral,祛风药,Chinese patent medicines,七叶莲,Qi Ye Lian,风寒湿凝滞筋骨证; 伤损筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of damage to sinew and bone,"痹病, 胃脘痛, 跌打损伤","Impediment disease, Traumatic injuries, Stomachache",ETCM,NA,NA,2064,2064
HBFO003335,Qi Ye Lian Pian,七叶莲片,NA,Qi Ye Lian Tablet,片剂 (Tablet),Oral,祛风药,Chinese patent medicines,七叶莲,Qi Ye Lian,风寒湿凝滞筋骨证; 伤损筋骨证,Syndrome of stagnation and congelation of wind cold-dampness in sinew and bone; Syndrome of damage to sinew and bone,"痹病, 跌打损伤, 胃脘痛, 痛症","Impediment disease, Traumatic injuries, Pain diseases, Stomachache",ETCM,NA,NA,2065,2065
HBFO003336,Qi Ye Shen An Pian,七叶神安片,NA,Qiye Shen'An Tablet; Qi Ye Shen An Tablet,片剂 (Tablet),Oral,和血药,Chinese patent medicines,三七叶总皂苷,San Qi Ye Zong Zao Gan,心血虚证; 心神不宁证,Syndrome of disturbing heart-spirit; Syndrome of disturbing heart-spirit; Syndrome of heart blood deficiency,"不寐, 心悸, 胸痹, 疮痈, 血证","Inability to sleep, Sore and abscess, Palpitations, Chest painful impediment, Blood disease",Chinese Pharmacopoeia 2020 edition,NA,NA,2066,2066
HBFO003337,Qizhen Wan,七珍丸,NA,Qi Zhen Pill; Qizhen Pill,丸剂 (Pill),Oral,NA,Chinese patent medicines,"炒僵蚕, 全蝎, 人工麝香, 朱砂, 雄黄, 胆南星, 天竺黄, 巴豆霜, 寒食曲","Chao Jiang Can, Quan Xie, Ren Gong She Xiang, Zhu Sha, Xiong Huang, Dan Nan Xing, Tian Zhu Huang, Ba Dou Shuang, Han Shi Qu",定惊豁痰，消积通便,"Suppresses phlegm, eliminates accumulation of laxatives",用于小儿急惊风，身热，昏睡，气粗，烦躁，痰涎壅盛，停乳停食，大便秘结,"Used in children with acute convulsions, body heat, lethargy, roughness of breath, irritability, phlegm and salivation, withdrawal of milk and food, constipation",Chinese Pharmacopoeia 2020 edition,NA,NA,53633,NA
HBFO003338,Qi Zhi Xiang Fu Wan,七制香附丸,NA,Qizhi Xiangfu Pill; Qi Zhi Xiang Fu Pill,丸剂 (Pill),Oral,理气药,Ancient TCM prescriptions,"人参, 地黄, 天冬, 小茴香, 山茱萸, 川芎, 延胡索, 当归, 熟地黄, 牛乳, 甘草, 白术, 白芍, 益母草, 砂仁, 稻米, 艾叶, 艾叶, 茯苓, 酸枣仁, 阿胶, 食盐, 香附, 黄芩","Ren Shen, Di Huang, Tian Dong, Xiao Hui Xiang, Shan Zhu Yu, Chuan Qiong, Yan Hu Suo, Dang Gui, Shu Di Huang, Niu Ru, Gan Cao, Bai Zhu, Bai Shao, Yi Mu Cao, Sha Ren, Dao Mi, Ai Ye, Ai Ye, Fu Ling, Suan Zao Ren, E Jiao, Shi Yan, Xiang Fu, Huang Qin",气滞血瘀证,Syndrome of qi stagnation and blood stasis,"闭经, 带下病, 痛经","Amenorrhea, Leukorrheal diseases, Dysmenorrhea",Chinese Pharmacopoeia 2020 edition,NA,NA,2067,2067
HBFO003339,Qi Zhu Jian Wei Cha,七珠健胃茶,NA,Qi Zhu Jian Wei Herbal Tea,洗剂 (Wash Preparation),External Use,NA,Chinese patent medicines,"山楂, 夏枯草, 菊花, 莱菔子, 陈皮, 三七, 稻芽, 党参, 人参叶, 决明子（炒）, 茶叶","Shan Zha, Xia Ku Cao, Ju Hua, Lai Fu Zi, Chen Pi, San Qi, Dao Ya, Dang Shen, Ren Shen Ye, Jue Ming Zi （ Chao ）, Cha Ye",行气健脾，消积导滞，清热利湿,"Invigorate qi and invigorate spleen, eliminate accumulation and lead stagnation, clear heat and promote dampness",脾虚食滞证所引起的消化不良，精神疲倦，并对肥胖症，高血压、高血脂表现为上述症状者有辅助治疗作用,"Indigestion and mental fatigue caused by spleen deficiency and food stagnation syndrome, it has an adjuvant treatment effect for obesity, hypertension, and hyperlipidemia with the above symptoms",ITCM,NA,920,51635,NA
HBFO003340,Qi Men She Yao Pian,祁门蛇药片,NA,Qi Men She Tablet,片剂 (Tablet),Oral,清热药,Chinese patent medicines,"半边莲, 大蓟, 射干, 杏香兔儿风, 紫葳根皮, 青木香","Ban Bian Lian, Da Ji, Ye Gan, Xing Xiang Tu Er Feng, Zi Wei Gen Pi, Qing Mu Xiang",蛇毒内攻证,Syndrome of inward attack of snake venom,毒蛇咬伤,Venomous snake bite,ETCM,NA,NA,2068,2068
HBFO003341,Qishen Jiaonang,芪参胶囊,NA,Qishen Capsule; Qi Shen Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"黄芪, 丹参, 人参, 茯苓, 三七, 水蛭, 红花, 川芎, 山楂, 蒲黄, 制何首乌, 葛根, 黄芩, 玄参, 甘草","Huang Qi, Dan Shen, Ren Shen, Fu Ling, San Qi, Shui Zhi, Hong Hua, Chuan Qiong, Shan Zha, Pu Huang, Zhi He Shou Wu, Ge Gen, Huang Qin, Xuan Can, Gan Cao",益气活血，化瘀止痛,NA,用于冠心病稳定型劳累型心绞痛Ⅰ、Ⅱ级，中医辨证属气虚血瘀证者，症见胸痛，胸闷，心悸气短，神疲乏力，面色紫暗，舌淡紫，脉弦而涩,"It is used for patients with stable fatigue angina pectoris of coronary heart disease grade Ⅰ and Ⅱ. TCM syndromes are patients with Qi deficiency and blood stasis. Symptoms include chest pain, chest tightness, palpitations, shortness of breath, fatigue, fatigue, dark complexion, pale purple tongue, stringy and astringent pulse",Chinese Pharmacopoeia 2020 edition,NA,NA,51898,NA
HBFO003342,Qidong Yixin Ke Li,芪冬颐心颗粒,NA,Qi Dong Yi Xin Granule; Qidong Yixin Granule,颗粒剂 (Granule),Oral,NA,Chinese patent medicines,"黄芪, 麦冬, 人参, 茯苓, 地黄, 龟甲（烫）, 煅紫石英, 桂枝, 淫羊藿, 金银花, 丹参, 郁金, 枳壳（炒）","Huang Qi, Mai Dong, Ren Shen, Fu Ling, Di Huang, Gui Jia （ Tang ）, Duan Zi Shi Ying, Gui Zhi, Yin Yang Huo, Jin Yin Hua, Dan Shen, Yu Jin, Zhi Ke （ Chao ）",益气养心，安神止悸,NA,用于气阴两虚所致的心悸、胸闷、胸痛、气短乏力、失眠多梦、自汗、盗汗、心烦；病毒性心肌炎、冠心病心绞痛见上述症候者,"Used for palpitations, chest tightness, chest pain, shortness of breath, fatigue, insomnia, dreaminess, spontaneous sweating, night sweats, upset caused by deficiency of both qi and yin; viral myocarditis, coronary heart disease and angina pectoris see the above symptoms",Chinese Pharmacopoeia 2020 edition,NA,NA,53274,NA
HBFO003343,Qidong Yixin Koufuye,芪冬颐心口服液,NA,Qi Dong Yi Xin Oral Liquid; Qidong Yixin Oral Liquid,合剂 (Mixture),Oral,NA,Chinese patent medicines,"黄芪, 麦冬, 人参, 茯苓, 地黄, 龟甲（烫）, 煅紫石英, 桂枝, 淫羊藿, 金银花, 丹参, 郁金, 枳壳（炒）","Huang Qi, Mai Dong, Ren Shen, Fu Ling, Di Huang, Gui Jia （ Tang ）, Duan Zi Shi Ying, Gui Zhi, Yin Yang Huo, Jin Yin Hua, Dan Shen, Yu Jin, Zhi Ke （ Chao ）",益气养心，安神止悸,NA,用于气阴两虚所致的心悸、胸闷、胸痛、气短乏力、失眠多梦、自汗、盗汗、心烦；病毒性心肌炎、冠心病心绞痛见上述证候者,"Used for palpitations, chest tightness, chest pain, shortness of breath, fatigue, insomnia, dreaminess, spontaneous sweating, night sweats, and upset caused by deficiency of both Qi and Yin; viral myocarditis, coronary heart disease and angina pectoris see the above syndromes",Chinese Pharmacopoeia 2020 edition,NA,NA,53273,NA
HBFO003344,Qi Jiao Sheng Bai Jiao Nang,芪胶升白胶囊,NA,Qi Jiao Sheng Bai Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"大枣, 阿胶, 血人参, 淫羊藿, 苦参, 黄芪, 当归","Da Zao, E Jiao, Xue Ren Shen, Yin Yang Huo, Ku Shen, Huang Qi, Dang Gui",补血益气,Nourishing blood and nourishing qi,气血亏损证所引起的头昏眼花、气短乏力、自汗盗汗，以及白细胞减少症见上述证候者,"Dizziness, shortness of breath, fatigue, spontaneous sweating, night sweats, and leukopenia caused by deficiency of qi and blood are seen in the above syndromes",ITCM,NA,921,51373,NA
HBFO003345,Qi Li De Kang Pian,芪力得康片,NA,Qi Li De Kang Tablet,片剂 (Tablet),Oral,补益药,Chinese patent medicines,"五味子, 党参, 刺五加, 升麻, 当归, 柴胡, 甘草, 白术, 白芍, 维生素E, 苍术, 葛根, 陈皮, 黄芪","Wu Wei Zi, Dang Shen, Ci Wu Jia, Sheng Ma, Dang Gui, Chai Hu, Gan Cao, Bai Zhu, Bai Shao, Wei Sheng Su E, Cang Zhu, Ge Gen, Chen Pi, Huang Qi",中气下陷证,Syndrome of sinking of qi due to spleen deficiency,"腹泻, 解㑊 ",Diarrhea,ETCM,NA,NA,NA,2069
HBFO003346,Qili Qiangxin Jiaonang,芪苈强心胶囊,NA,Qili Qiangxin Capsule; Qi Li Qiang Xin Capsule,胶囊剂 (Capsule),Oral,NA,Chinese patent medicines,"黄芪, 人参, 黑顺片, 丹参, 葶苈子, 泽泻, 玉竹, 桂枝, 红花, 香加皮, 陈皮","Huang Qi, Ren Shen, Hei Shun Pian, Dan Shen, Ting Li Zi, Ze Xie, Yu Zhu, Gui Zhi, Hong Hua, Xiang Jia Pi, Chen Pi",益气温阳，活血通络，利水消肿,NA,用于冠心病、高血压病所致轻、中度充血性心力衰竭证属阳气虚乏，络瘀水停证，症见心慌气短，动则加剧，夜间不能平卧，下肢浮肿，倦怠乏力，小便短少，口唇青紫，畏寒肢冷，咳吐稀白痰,"It is used for mild and moderate congestive heart failure caused by coronary heart disease and hypertension, which is a syndrome of deficiency of Yang Qi, stagnation of collateral stasis, symptoms of palpitation, shortness of breath, and aggravation of movement, unable to lie flat at night, edema of lower limbs, fatigue and fatigue. Short urination, blue lips, cold limbs, coughing and vomiting white phlegm",Chinese Pharmacopoeia 2020 edition,NA,NA,51868,NA
